transaction_id,customer_id,account_type,country,amount,currency,category,channel,timestamp,status,merchant_id,card_last4
1141,394,Corriente,DE,188.28,EUR,Restaurante,Movil,2025-10-04 13:46:54,APPROVED,M33040,1595
2382,198,Corriente,UK,60.1,GBP,Gasolinera,Online,2025-10-04 13:48:45,APPROVED,M94838,8436
2354,186,Ahorro,DE,356.75,EUR,Cajero,Online,2025-10-04 13:51:15,APPROVED,M70415,4058
2196,689,Empresarial,UK,801.22,GBP,Hotel,Presencial,2025-10-04 13:57:59,DECLINED,M44174,2304
1488,319,Corriente,ES,85.2,EUR,Transporte,Online,2025-10-04 14:05:45,DECLINED,M79607,8786
2012,124,Ahorro,UK,74.94,GBP,Entretenimiento,Online,2025-10-04 14:13:14,FRAUD,M20567,7031
1294,522,Premium,US,114.07,USD,Gasolinera,Online,2025-10-04 14:16:12,DECLINED,M81939,8557
1052,682,Ahorro,DE,24.02,EUR,Restaurante,Presencial,2025-10-04 14:16:42,APPROVED,M63545,8381
2569,179,Premium,UK,515.46,GBP,E-commerce,Presencial,2025-10-04 14:17:16,APPROVED,M30562,6709
1627,117,Ahorro,US,995.64,USD,Transferencia,Movil,2025-10-04 14:25:47,APPROVED,M72406,2645
2793,229,Empresarial,UK,517.17,GBP,Hotel,Online,2025-10-04 14:32:02,APPROVED,M10994,4030
1177,387,Empresarial,FR,352.79,EUR,Restaurante,Presencial,2025-10-04 14:34:11,APPROVED,M37479,8183
1921,506,Corriente,DE,46.51,EUR,Farmacia,Presencial,2025-10-04 14:52:36,APPROVED,M67653,2930
2792,575,Ahorro,UK,68.6,GBP,Restaurante,Online,2025-10-04 14:57:25,APPROVED,M61932,4625
2900,654,Corriente,UK,224.7,GBP,Hotel,Online,2025-10-04 15:05:48,APPROVED,M87838,2861
1609,161,Corriente,FR,384.63,EUR,Hotel,Online,2025-10-04 15:15:59,APPROVED,M27598,5556
1654,681,Empresarial,ES,2356.71,EUR,Transferencia,Movil,2025-10-04 15:26:45,APPROVED,M71428,9228
1779,232,Corriente,ES,52.48,EUR,Supermercado,Movil,2025-10-04 15:27:30,DECLINED,M17255,1431
1490,119,Ahorro,DE,76.53,EUR,Gasolinera,Movil,2025-10-04 15:52:47,APPROVED,M66849,1981
2181,196,Ahorro,ES,52.62,EUR,Supermercado,Online,2025-10-04 15:53:06,APPROVED,M75491,9411
2719,549,Corriente,DE,127.03,EUR,Entretenimiento,Presencial,2025-10-04 16:08:36,APPROVED,M49885,3681
2436,176,Corriente,UK,77.11,GBP,Gasolinera,Online,2025-10-04 16:09:06,APPROVED,M34488,8554
2201,400,Ahorro,FR,1422.31,EUR,Transferencia,Online,2025-10-04 16:23:39,APPROVED,M78750,2595
2727,325,Corriente,DE,40.9,EUR,Supermercado,Online,2025-10-04 16:27:35,APPROVED,M22292,8771
2132,193,Empresarial,ES,94.8,EUR,Gasolinera,Presencial,2025-10-04 16:34:54,APPROVED,M27723,1865
1387,224,Ahorro,ES,23.8,EUR,Entretenimiento,Online,2025-10-04 16:39:03,APPROVED,M73394,5705
2127,685,Corriente,ES,43.71,EUR,Gasolinera,Presencial,2025-10-04 16:46:11,APPROVED,M96725,8364
2809,558,Empresarial,UK,182.43,GBP,Gasolinera,Movil,2025-10-04 17:44:01,APPROVED,M45296,3268
1154,149,Corriente,ES,22.61,EUR,Farmacia,Online,2025-10-04 17:49:03,APPROVED,M85511,6224
2051,227,Premium,US,772.88,USD,Cajero,Online,2025-10-04 18:16:59,DECLINED,M46318,9374
2259,204,Corriente,ES,1108.11,EUR,Transferencia,Movil,2025-10-04 18:26:17,APPROVED,M39098,5356
2049,294,Ahorro,FR,30.73,EUR,Entretenimiento,Movil,2025-10-04 18:37:33,APPROVED,M36965,6527
2919,259,Ahorro,UK,24.41,GBP,Gasolinera,Movil,2025-10-04 18:48:23,APPROVED,M21909,2933
2158,198,Corriente,ES,133.89,EUR,Supermercado,Presencial,2025-10-04 19:03:33,APPROVED,M13574,7328
1220,504,Ahorro,FR,187.27,EUR,Cajero,Online,2025-10-04 19:17:17,APPROVED,M94840,5835
1299,656,Empresarial,DE,225.0,EUR,Gasolinera,Online,2025-10-04 19:37:46,DECLINED,M57692,9227
1539,640,Ahorro,ES,253.38,EUR,Cajero,Online,2025-10-04 19:39:50,APPROVED,M95033,7627
1745,136,Ahorro,ES,55.69,EUR,Entretenimiento,Online,2025-10-04 19:44:45,APPROVED,M45162,9112
2749,690,Ahorro,FR,396.6,EUR,Hotel,Online,2025-10-04 19:45:48,APPROVED,M54401,8779
2581,541,Ahorro,FR,48.76,EUR,Transporte,Online,2025-10-04 19:48:10,DECLINED,M90938,1936
2624,645,Empresarial,UK,240.38,GBP,E-commerce,Movil,2025-10-04 19:52:44,APPROVED,M56173,8401
1741,564,Ahorro,US,140.44,USD,Restaurante,Presencial,2025-10-04 20:24:28,APPROVED,M46416,7931
2564,554,Ahorro,ES,54.95,EUR,Entretenimiento,Online,2025-10-04 21:02:47,APPROVED,M55848,6325
1353,372,Ahorro,UK,178.44,GBP,E-commerce,Online,2025-10-04 21:06:06,APPROVED,M42605,3931
2625,610,Corriente,FR,38.45,EUR,Cajero,Online,2025-10-04 21:14:27,APPROVED,M79329,7680
2095,693,Corriente,ES,68.59,EUR,Entretenimiento,Online,2025-10-04 21:28:15,APPROVED,M45865,9769
2916,195,Ahorro,DE,150.28,EUR,Restaurante,Presencial,2025-10-04 21:30:12,APPROVED,M72760,4708
1505,564,Empresarial,FR,479.51,EUR,Hotel,Movil,2025-10-04 21:52:50,APPROVED,M37080,4531
2311,422,Corriente,ES,71.68,EUR,Supermercado,Movil,2025-10-04 21:55:50,DECLINED,M70604,2161
2331,323,Corriente,FR,28.2,EUR,Supermercado,Online,2025-10-04 22:20:16,APPROVED,M43393,4010
1564,387,Ahorro,UK,12.43,GBP,Transporte,Online,2025-10-04 22:40:25,APPROVED,M35397,3875
2394,612,Ahorro,DE,46.39,EUR,Farmacia,Movil,2025-10-04 22:42:52,APPROVED,M45338,2634
2591,555,Empresarial,UK,1025.83,GBP,Hotel,Movil,2025-10-04 22:56:12,APPROVED,M43944,5638
2261,535,Corriente,US,180.77,USD,Restaurante,Online,2025-10-04 23:07:37,APPROVED,M88602,3674
1698,677,Premium,FR,148.61,EUR,Supermercado,Online,2025-10-05 00:22:48,APPROVED,M56640,3122
2555,339,Corriente,UK,1390.24,GBP,Transferencia,Presencial,2025-10-05 00:50:01,DECLINED,M28977,8770
2920,627,Ahorro,ES,484.61,EUR,Transferencia,Online,2025-10-05 00:51:36,APPROVED,M91270,2064
2644,507,Corriente,FR,84.6,EUR,Farmacia,Online,2025-10-05 01:15:57,APPROVED,M25365,9840
2393,692,Ahorro,ES,203.44,EUR,E-commerce,Presencial,2025-10-05 01:48:43,APPROVED,M87767,6377
2380,374,Corriente,DE,228.08,EUR,Transferencia,Online,2025-10-05 01:59:42,APPROVED,M52079,8386
1942,553,Empresarial,ES,196.64,EUR,Gasolinera,Movil,2025-10-05 02:14:53,APPROVED,M38307,3381
1486,571,Ahorro,FR,14.4,EUR,Entretenimiento,Presencial,2025-10-05 02:30:37,APPROVED,M22809,9001
2717,624,Corriente,FR,83.75,EUR,Farmacia,Movil,2025-10-05 02:48:14,APPROVED,M12837,2087
1663,544,Corriente,US,392.45,USD,Hotel,Online,2025-10-05 04:25:26,APPROVED,M72822,5354
2642,651,Ahorro,ES,911.02,EUR,Transferencia,Online,2025-10-05 04:52:04,PENDING,M55392,9922
2616,587,Corriente,DE,44.25,EUR,Gasolinera,Online,2025-10-05 04:56:03,APPROVED,M18597,8442
2664,176,Corriente,DE,224.94,EUR,E-commerce,Online,2025-10-05 05:24:16,APPROVED,M71281,1891
2442,246,Empresarial,FR,159.45,EUR,Transporte,ATM,2025-10-05 05:28:36,APPROVED,M88025,8492
2582,269,Corriente,UK,198.23,GBP,E-commerce,ATM,2025-10-05 05:33:21,APPROVED,M35179,9871
2595,272,Corriente,ES,81.33,EUR,E-commerce,Online,2025-10-05 06:31:10,APPROVED,M75664,7368
1362,444,Corriente,DE,118.34,EUR,Supermercado,Movil,2025-10-05 06:32:27,APPROVED,M73944,7476
1197,262,Empresarial,US,337.62,USD,Restaurante,Movil,2025-10-05 06:42:57,APPROVED,M40689,8032
2531,264,Empresarial,FR,459.49,EUR,Hotel,Movil,2025-10-05 06:46:11,DECLINED,M90124,9648
2901,271,Ahorro,ES,117.81,EUR,Transferencia,Movil,2025-10-05 06:58:16,APPROVED,M20742,9900
1553,448,Ahorro,FR,30.16,EUR,Entretenimiento,Online,2025-10-05 07:06:34,DECLINED,M50212,7672
2737,146,Ahorro,FR,102.61,EUR,Entretenimiento,Online,2025-10-05 07:48:29,APPROVED,M28715,8009
2513,365,Corriente,ES,65.41,EUR,Transporte,ATM,2025-10-05 08:01:12,DECLINED,M36667,6307
2118,560,Corriente,US,91.43,USD,Farmacia,ATM,2025-10-05 08:14:28,APPROVED,M38688,9350
1169,312,Ahorro,UK,336.51,GBP,Cajero,Presencial,2025-10-05 08:15:36,APPROVED,M28343,2284
1123,614,Premium,ES,438.68,EUR,Restaurante,Movil,2025-10-05 08:20:59,APPROVED,M20336,5105
1426,609,Corriente,DE,64.79,EUR,Supermercado,Movil,2025-10-05 08:21:57,FRAUD,M74314,8833
1789,647,Ahorro,DE,60.67,EUR,Transporte,Presencial,2025-10-05 08:24:29,DECLINED,M99469,5495
1069,406,Ahorro,FR,124.24,EUR,E-commerce,Movil,2025-10-05 08:24:54,APPROVED,M48696,1359
2598,612,Empresarial,DE,1482.82,EUR,Transferencia,Movil,2025-10-05 08:25:46,DECLINED,M14260,4610
2789,493,Corriente,FR,134.8,EUR,Cajero,Online,2025-10-05 08:28:03,APPROVED,M54294,5769
2019,386,Ahorro,ES,112.41,EUR,Supermercado,Presencial,2025-10-05 08:29:59,APPROVED,M93454,1497
1367,696,Premium,DE,287.88,EUR,E-commerce,Online,2025-10-05 08:44:39,DECLINED,M96556,5445
1398,673,Ahorro,ES,481.9,EUR,Transferencia,Movil,2025-10-05 08:45:51,APPROVED,M54399,9856
2738,692,Ahorro,ES,13.81,EUR,Restaurante,Online,2025-10-05 08:47:12,DECLINED,M75824,8073
2117,396,Corriente,ES,152.51,EUR,E-commerce,Online,2025-10-05 08:49:00,APPROVED,M49740,4675
2548,481,Empresarial,FR,58.6,EUR,Restaurante,Online,2025-10-05 08:54:40,APPROVED,M60246,1309
2683,297,Empresarial,MX,495.88,MXN,E-commerce,Presencial,2025-10-05 08:56:59,APPROVED,M74447,2052
1321,522,Premium,DE,312.95,EUR,Supermercado,Movil,2025-10-05 09:05:25,APPROVED,M72463,6142
1108,661,Premium,DE,403.35,EUR,Cajero,Online,2025-10-05 09:07:03,DECLINED,M75513,9782
1174,685,Ahorro,UK,33.36,GBP,Gasolinera,Online,2025-10-05 09:09:04,APPROVED,M57333,5123
2375,265,Premium,DE,355.92,EUR,Restaurante,Presencial,2025-10-05 09:09:22,APPROVED,M97163,4016
1975,574,Ahorro,UK,57.72,GBP,Cajero,Online,2025-10-05 09:09:30,APPROVED,M91735,7752
2841,117,Corriente,DE,133.45,EUR,Entretenimiento,Presencial,2025-10-05 09:09:31,APPROVED,M94536,4246
1215,422,Premium,FR,4712.63,EUR,Transferencia,Online,2025-10-05 09:12:08,DECLINED,M31544,8365
1394,523,Corriente,US,268.85,USD,Transferencia,Movil,2025-10-05 09:19:11,APPROVED,M68166,9290
2029,616,Empresarial,FR,419.17,EUR,Restaurante,Movil,2025-10-05 09:25:19,APPROVED,M13080,1265
1089,378,Ahorro,FR,30.23,EUR,Transporte,Online,2025-10-05 09:32:07,APPROVED,M79066,6053
2175,521,Ahorro,ES,727.41,EUR,Transferencia,Online,2025-10-05 09:57:31,DECLINED,M17626,8356
2613,549,Corriente,FR,75.54,EUR,Transporte,Movil,2025-10-05 09:58:32,APPROVED,M29228,2234
2286,626,Premium,US,5739.74,USD,Transferencia,ATM,2025-10-05 09:58:42,APPROVED,M79695,4444
1832,672,Empresarial,FR,174.16,EUR,Supermercado,Presencial,2025-10-05 09:58:55,APPROVED,M43390,9864
1765,274,Ahorro,UK,229.64,GBP,Hotel,Movil,2025-10-05 10:06:37,APPROVED,M24068,8601
1531,410,Corriente,DE,125.91,EUR,Supermercado,Online,2025-10-05 10:10:11,DECLINED,M66442,2867
1192,645,Corriente,DE,1053.11,EUR,Transferencia,ATM,2025-10-05 10:17:54,APPROVED,M63948,1971
2872,182,Ahorro,FR,123.86,EUR,Restaurante,Movil,2025-10-05 10:22:20,DECLINED,M64772,3223
1356,676,Ahorro,FR,115.66,EUR,Entretenimiento,Presencial,2025-10-05 10:28:28,FRAUD,M14543,5660
2439,529,Ahorro,DE,310.77,EUR,Hotel,Movil,2025-10-05 10:31:11,APPROVED,M61221,7174
2071,458,Ahorro,FR,199.21,EUR,Cajero,Online,2025-10-05 10:32:35,APPROVED,M56200,6430
1390,111,Ahorro,UK,187.82,GBP,E-commerce,Presencial,2025-10-05 10:35:20,APPROVED,M84569,1477
2740,127,Ahorro,FR,32.97,EUR,Restaurante,Online,2025-10-05 10:37:36,APPROVED,M42748,4371
2688,464,Premium,UK,256.71,GBP,Entretenimiento,Online,2025-10-05 10:42:59,APPROVED,M74688,6768
2997,594,Corriente,ES,62.38,EUR,Transporte,Movil,2025-10-05 10:50:19,DECLINED,M46122,9871
2417,101,Ahorro,US,344.06,USD,Hotel,ATM,2025-10-05 10:56:57,APPROVED,M88541,6416
1386,566,Empresarial,FR,312.09,EUR,Supermercado,Online,2025-10-05 10:57:24,DECLINED,M71710,3204
1718,483,Empresarial,DE,686.54,EUR,E-commerce,Presencial,2025-10-05 10:57:50,DECLINED,M64336,1535
1733,427,Corriente,ES,25.4,EUR,Farmacia,Movil,2025-10-05 11:07:28,APPROVED,M47360,1292
1245,355,Corriente,ES,824.04,EUR,Transferencia,Movil,2025-10-05 11:29:32,APPROVED,M74066,8308
1030,296,Ahorro,MX,41.02,MXN,Gasolinera,Movil,2025-10-05 11:53:00,APPROVED,M52237,8618
1454,332,Ahorro,MX,111.5,MXN,Supermercado,Online,2025-10-05 12:10:39,APPROVED,M97340,3514
2828,162,Corriente,ES,123.51,EUR,Entretenimiento,Online,2025-10-05 12:15:00,APPROVED,M80145,8731
2116,498,Corriente,US,261.98,USD,Hotel,Movil,2025-10-05 12:16:00,APPROVED,M70128,9589
2014,442,Corriente,US,484.51,USD,Cajero,Online,2025-10-05 12:28:38,APPROVED,M24770,1682
2526,470,Corriente,FR,195.11,EUR,Restaurante,Presencial,2025-10-05 12:30:19,APPROVED,M37456,6039
1812,108,Corriente,DE,158.58,EUR,Hotel,Movil,2025-10-05 12:31:52,APPROVED,M21627,9459
1489,537,Corriente,UK,76.02,GBP,E-commerce,Movil,2025-10-05 12:34:20,APPROVED,M81770,3958
2585,646,Corriente,UK,110.58,GBP,Cajero,Online,2025-10-05 12:35:26,APPROVED,M21880,3777
1152,230,Empresarial,ES,173.44,EUR,Supermercado,Presencial,2025-10-05 12:46:34,APPROVED,M30332,5516
2459,471,Corriente,ES,67.48,EUR,Farmacia,Movil,2025-10-05 12:48:23,APPROVED,M79327,5846
2056,277,Premium,ES,386.83,EUR,Supermercado,Online,2025-10-05 12:55:38,APPROVED,M63547,8276
2855,195,Ahorro,FR,141.21,EUR,Restaurante,Presencial,2025-10-05 13:02:03,APPROVED,M34069,5290
1833,307,Corriente,ES,299.37,EUR,Hotel,Online,2025-10-05 13:08:51,APPROVED,M87616,5542
1968,305,Premium,ES,963.19,EUR,Cajero,Online,2025-10-05 13:14:11,APPROVED,M13317,8217
2685,150,Corriente,ES,208.5,EUR,Hotel,Movil,2025-10-05 13:23:25,APPROVED,M45522,7412
1911,295,Corriente,ES,15.98,EUR,Entretenimiento,Online,2025-10-05 13:29:01,APPROVED,M56488,6904
1871,678,Ahorro,MX,50.03,MXN,Supermercado,Presencial,2025-10-05 13:31:15,APPROVED,M26186,2588
2650,248,Empresarial,FR,196.1,EUR,Restaurante,Online,2025-10-05 13:35:03,APPROVED,M24606,7607
2960,282,Corriente,ES,116.33,EUR,Restaurante,Movil,2025-10-05 13:36:05,DECLINED,M35700,9730
2634,536,Ahorro,MX,30.52,MXN,Restaurante,Movil,2025-10-05 13:39:25,APPROVED,M81460,1556
2539,673,Empresarial,US,275.71,USD,Supermercado,Online,2025-10-05 13:43:46,APPROVED,M75601,1515
2837,566,Empresarial,MX,576.06,MXN,Hotel,Online,2025-10-05 13:45:13,DECLINED,M84770,7601
1915,609,Corriente,FR,100.37,EUR,Transferencia,Presencial,2025-10-05 14:01:50,APPROVED,M28919,7679
1614,593,Corriente,FR,149.43,EUR,Restaurante,Presencial,2025-10-05 14:09:35,APPROVED,M59171,8878
2733,487,Empresarial,UK,1868.29,GBP,Transferencia,Movil,2025-10-05 14:12:09,APPROVED,M87117,8503
1574,418,Ahorro,DE,78.34,EUR,Gasolinera,Online,2025-10-05 14:18:23,APPROVED,M41114,9308
2392,326,Corriente,ES,186.68,EUR,Restaurante,Presencial,2025-10-05 14:25:36,APPROVED,M43879,5518
2077,450,Ahorro,MX,72.9,MXN,Farmacia,ATM,2025-10-05 14:35:56,APPROVED,M30394,9520
1302,431,Corriente,MX,125.46,MXN,E-commerce,Presencial,2025-10-05 14:36:11,APPROVED,M20202,9465
2180,294,Corriente,ES,131.72,EUR,Entretenimiento,Online,2025-10-05 14:46:10,APPROVED,M76881,1704
1510,387,Empresarial,MX,234.63,MXN,E-commerce,Presencial,2025-10-05 14:48:59,APPROVED,M74392,3478
2350,186,Ahorro,US,1261.83,USD,Transferencia,Online,2025-10-05 14:49:48,APPROVED,M61316,4216
1485,521,Corriente,UK,107.51,GBP,Hotel,Online,2025-10-05 14:58:44,DECLINED,M52744,1612
2131,559,Ahorro,DE,65.48,EUR,Farmacia,Online,2025-10-05 14:59:46,APPROVED,M80182,8616
1469,178,Corriente,ES,71.87,EUR,Supermercado,Movil,2025-10-05 15:08:52,APPROVED,M32571,5991
2281,132,Ahorro,FR,48.62,EUR,E-commerce,Movil,2025-10-05 15:21:47,DECLINED,M35368,3525
2925,624,Empresarial,ES,441.58,EUR,Hotel,Online,2025-10-05 15:34:38,APPROVED,M79050,7246
1476,435,Ahorro,FR,24.26,EUR,Farmacia,Movil,2025-10-05 15:53:28,APPROVED,M19123,8793
2659,240,Corriente,ES,45.39,EUR,Entretenimiento,ATM,2025-10-05 15:59:21,APPROVED,M25830,9978
1746,310,Corriente,ES,160.91,EUR,E-commerce,Movil,2025-10-05 16:06:11,APPROVED,M41276,3789
1621,199,Corriente,UK,65.58,GBP,Entretenimiento,Online,2025-10-05 16:10:11,APPROVED,M24449,8383
2460,214,Empresarial,US,129.74,USD,Restaurante,Online,2025-10-05 16:36:29,APPROVED,M53695,4790
1130,392,Ahorro,US,156.52,USD,Cajero,Online,2025-10-05 16:48:25,APPROVED,M82512,5728
1088,643,Corriente,FR,1212.64,EUR,Transferencia,Online,2025-10-05 16:49:36,APPROVED,M16522,2336
1732,494,Corriente,ES,441.16,EUR,Hotel,Online,2025-10-05 16:56:51,APPROVED,M67043,6206
1317,468,Corriente,ES,57.66,EUR,Gasolinera,Online,2025-10-05 17:22:42,APPROVED,M18993,2477
1104,476,Ahorro,DE,38.14,EUR,Farmacia,Movil,2025-10-05 17:32:33,APPROVED,M42768,1854
1891,299,Ahorro,DE,43.47,EUR,Farmacia,ATM,2025-10-05 17:38:17,APPROVED,M94578,5909
2631,508,Corriente,DE,172.79,EUR,Restaurante,ATM,2025-10-05 17:42:14,APPROVED,M38537,5923
1739,601,Premium,FR,125.31,EUR,Farmacia,Online,2025-10-05 17:45:05,APPROVED,M36986,2278
1137,595,Corriente,ES,108.18,EUR,Entretenimiento,Online,2025-10-05 17:45:13,APPROVED,M45842,5715
2426,643,Corriente,DE,104.32,EUR,Supermercado,Online,2025-10-05 17:53:53,APPROVED,M75860,9156
1620,211,Ahorro,UK,660.83,GBP,Transferencia,Presencial,2025-10-05 17:59:47,APPROVED,M74451,1025
2896,569,Corriente,DE,113.47,EUR,Entretenimiento,Movil,2025-10-05 18:02:10,APPROVED,M47839,7238
2035,699,Corriente,DE,72.08,EUR,Gasolinera,Presencial,2025-10-05 18:02:18,APPROVED,M20069,4262
1432,348,Empresarial,ES,181.96,EUR,Gasolinera,Movil,2025-10-05 18:06:29,APPROVED,M24965,9145
2542,245,Corriente,ES,15.82,EUR,Restaurante,Presencial,2025-10-05 18:24:04,APPROVED,M95036,9563
1634,109,Ahorro,FR,49.52,EUR,Gasolinera,Presencial,2025-10-05 18:31:43,APPROVED,M14501,6245
2528,362,Ahorro,ES,49.77,EUR,Cajero,Movil,2025-10-05 18:41:52,APPROVED,M35633,9957
1496,323,Corriente,ES,169.37,EUR,E-commerce,Online,2025-10-05 19:03:31,APPROVED,M72240,5036
2601,339,Ahorro,MX,67.17,MXN,Restaurante,Online,2025-10-05 19:05:33,DECLINED,M17839,3443
2918,521,Ahorro,ES,246.88,EUR,Hotel,Online,2025-10-05 19:06:57,APPROVED,M48866,5435
2874,533,Empresarial,UK,149.26,GBP,Gasolinera,Presencial,2025-10-05 19:11:48,APPROVED,M95852,8242
1517,257,Corriente,FR,192.34,EUR,Cajero,Movil,2025-10-05 19:38:08,APPROVED,M68385,7358
2091,251,Corriente,ES,71.41,EUR,Entretenimiento,Movil,2025-10-05 19:46:11,APPROVED,M90593,7111
2312,540,Ahorro,UK,17.7,GBP,Supermercado,ATM,2025-10-05 19:53:41,APPROVED,M52890,5801
2816,311,Corriente,US,187.83,USD,E-commerce,Movil,2025-10-05 19:56:58,APPROVED,M46691,1851
2546,195,Corriente,ES,157.21,EUR,Restaurante,Presencial,2025-10-05 20:26:16,APPROVED,M65638,3003
1396,310,Empresarial,FR,238.07,EUR,Entretenimiento,Online,2025-10-05 20:43:54,DECLINED,M78233,6119
1090,146,Corriente,MX,116.98,MXN,Supermercado,Online,2025-10-05 20:49:08,APPROVED,M66446,3878
2764,218,Corriente,ES,199.33,EUR,Restaurante,Movil,2025-10-05 20:52:01,APPROVED,M31177,9532
2985,568,Premium,ES,537.46,EUR,Restaurante,Movil,2025-10-05 21:24:43,DECLINED,M52366,2971
2243,132,Corriente,ES,31.97,EUR,Cajero,Online,2025-10-05 21:40:37,APPROVED,M73655,8657
1134,526,Ahorro,UK,72.79,GBP,Supermercado,Movil,2025-10-05 21:50:49,APPROVED,M78712,7229
2355,474,Ahorro,FR,335.8,EUR,Hotel,Online,2025-10-05 21:52:02,APPROVED,M97616,9667
2351,413,Ahorro,ES,190.65,EUR,Hotel,Movil,2025-10-06 00:41:38,APPROVED,M27654,8108
2455,547,Corriente,ES,487.17,EUR,Hotel,Movil,2025-10-06 00:53:05,APPROVED,M31787,1923
1087,373,Corriente,ES,178.57,EUR,E-commerce,Presencial,2025-10-06 00:55:09,APPROVED,M14018,2503
2868,212,Corriente,UK,23.19,GBP,Supermercado,Online,2025-10-06 02:11:35,DECLINED,M70816,5338
2358,313,Premium,ES,91.66,EUR,Gasolinera,Online,2025-10-06 02:44:58,APPROVED,M50153,9323
2388,306,Corriente,FR,59.42,EUR,Supermercado,Online,2025-10-06 03:26:15,DECLINED,M60609,5462
2169,220,Premium,MX,238.46,MXN,Transporte,Movil,2025-10-06 03:51:54,APPROVED,M29216,8113
1045,561,Corriente,FR,22.27,EUR,Transporte,Movil,2025-10-06 03:54:20,APPROVED,M88139,5526
2073,442,Empresarial,FR,41.78,EUR,Transporte,Online,2025-10-06 05:33:37,APPROVED,M14739,9978
2409,565,Empresarial,MX,201.39,MXN,Gasolinera,Online,2025-10-06 05:52:56,APPROVED,M70629,2664
1315,582,Premium,FR,258.3,EUR,Restaurante,Online,2025-10-06 06:02:46,APPROVED,M88311,1941
1703,273,Premium,ES,708.43,EUR,E-commerce,Movil,2025-10-06 06:11:45,APPROVED,M67939,3301
1707,210,Premium,MX,760.26,MXN,Cajero,Online,2025-10-06 06:21:38,APPROVED,M15017,9930
1677,218,Corriente,FR,57.18,EUR,Transporte,ATM,2025-10-06 06:45:56,APPROVED,M52550,1938
1952,363,Corriente,DE,16.7,EUR,Entretenimiento,Online,2025-10-06 07:00:33,APPROVED,M84459,7141
1475,534,Corriente,ES,40.14,EUR,Restaurante,Presencial,2025-10-06 07:07:33,APPROVED,M15322,2347
2578,208,Corriente,UK,1555.19,GBP,Transferencia,Online,2025-10-06 07:13:46,APPROVED,M49257,4895
1731,351,Corriente,UK,71.26,GBP,Transferencia,Online,2025-10-06 07:20:44,APPROVED,M40493,2085
1111,346,Empresarial,DE,92.9,EUR,Transporte,Movil,2025-10-06 07:22:34,APPROVED,M72722,3986
1986,475,Empresarial,US,363.91,USD,Cajero,Online,2025-10-06 07:22:46,DECLINED,M68965,2389
2058,611,Ahorro,FR,68.26,EUR,Farmacia,Movil,2025-10-06 08:04:38,APPROVED,M38564,6148
2214,595,Corriente,ES,82.58,EUR,Transporte,Presencial,2025-10-06 08:05:32,APPROVED,M96203,4950
1143,237,Empresarial,FR,470.13,EUR,Hotel,Presencial,2025-10-06 08:29:41,APPROVED,M84420,4164
2404,265,Empresarial,DE,560.88,EUR,E-commerce,Online,2025-10-06 08:48:21,APPROVED,M27495,9524
1230,443,Ahorro,ES,64.43,EUR,Hotel,Movil,2025-10-06 09:06:46,APPROVED,M64266,9078
1972,565,Ahorro,US,60.63,USD,Farmacia,Movil,2025-10-06 09:18:40,APPROVED,M31013,7030
2557,585,Ahorro,US,13.54,USD,Farmacia,Movil,2025-10-06 09:27:54,APPROVED,M79070,5254
2806,165,Empresarial,FR,224.23,EUR,E-commerce,Online,2025-10-06 09:51:58,APPROVED,M60581,8688
2913,224,Ahorro,FR,58.97,EUR,Transporte,Movil,2025-10-06 09:52:13,DECLINED,M61067,4565
2788,181,Ahorro,ES,100.85,EUR,Restaurante,Movil,2025-10-06 09:55:25,APPROVED,M86671,1471
2651,133,Corriente,FR,77.47,EUR,Gasolinera,Online,2025-10-06 09:57:30,APPROVED,M46505,5854
1257,643,Corriente,UK,291.4,GBP,Hotel,Online,2025-10-06 10:06:24,DECLINED,M48119,8469
2303,685,Corriente,ES,100.21,EUR,Restaurante,Presencial,2025-10-06 10:20:07,APPROVED,M28083,8999
1974,527,Ahorro,FR,293.75,EUR,Cajero,Movil,2025-10-06 10:25:08,APPROVED,M35506,6954
1782,158,Corriente,ES,47.1,EUR,Gasolinera,Online,2025-10-06 10:41:56,APPROVED,M26040,2258
1484,391,Corriente,ES,13.77,EUR,Supermercado,Online,2025-10-06 10:47:37,DECLINED,M55238,6855
2140,341,Ahorro,UK,45.49,GBP,Entretenimiento,Online,2025-10-06 11:03:23,APPROVED,M82422,1645
1217,320,Empresarial,FR,175.71,EUR,Restaurante,Movil,2025-10-06 11:03:43,APPROVED,M69270,5093
2405,256,Ahorro,ES,35.45,EUR,Gasolinera,Online,2025-10-06 11:06:13,FRAUD,M12879,4595
2197,435,Corriente,UK,46.33,GBP,Farmacia,Online,2025-10-06 11:36:10,APPROVED,M79434,7062
1253,327,Corriente,UK,149.85,GBP,E-commerce,Online,2025-10-06 11:37:18,APPROVED,M86062,2166
1401,581,Corriente,ES,68.19,EUR,Transporte,Online,2025-10-06 11:44:58,APPROVED,M13966,2070
1631,329,Premium,UK,224.76,GBP,Transporte,Online,2025-10-06 11:45:47,APPROVED,M67273,4823
1856,327,Empresarial,ES,829.13,EUR,Hotel,Online,2025-10-06 12:00:39,DECLINED,M40156,3262
1448,627,Premium,UK,183.9,GBP,Supermercado,Online,2025-10-06 12:02:23,APPROVED,M36832,3267
2516,101,Corriente,US,48.35,USD,Gasolinera,Online,2025-10-06 12:04:31,APPROVED,M56990,4156
